,reviewId,userName,userImage,raw,label,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
34,7a6869ad-8ebc-4190-b141-4133ad2e89f8,Doyok Vankiler,https://play-lh.googleusercontent.com/a/AItbvmlicl8YbU1qKRINhxjmgLSDAhEsy9SfYGLKviE9=mo,"Parah banget, udah ngisi saldo tapi gak bsa buat ngirim dan harus upgred giliran di udh ngisi data gagal terus, parah amat sih, udah ngisi saldo malah ga bisa",1,0,4.25.1,30/07/2022 01:45,,
35,18bb415d-4591-410b-9017-286d9920ffcb,Sugeng Hariyadi,https://play-lh.googleusercontent.com/a-/AFdZucripk6dc5JwDgdJ4YfnjYPxBzpOJeXrPq_WtTY,"Aplikasi yang digunakan penipuan diorderan fiktif GOSHOP. Pihak developer nya masih dungu dan tutup mata. Saya driver gojek yang pernah kena tipu 150 rb topup via indomaret. Nyari duit 150 rb capeknya kayak apa coba digojek. Call center ditelpon cuma menguras pulsa aja, kalo pulsa habis gak ditelpon balik dan gak ada solusi. Benahi woy aplikasinya. Minimal kalo topup via indomaret ada atas nama PENERIMAnya. Kalo masih gini-gini aja gak ada bedanya developer sama penipu.",1,0,4.25.1,30/07/2022 01:40,,
36,73062f9c-93a5-48ac-8169-b771fecfe520,Gumilar Kurnia,https://play-lh.googleusercontent.com/a-/AFdZucqSBnCVAniPsBm1VzWsuaiT5BaXN-2_XZXITBEE,Gooods...link aj transaksi apa2 mudah trimakasih,5,0,4.24.0,30/07/2022 01:36,,
37,f4b2bf1c-a797-41b3-b331-f38ac8b7f53b,desa kecilku,https://play-lh.googleusercontent.com/a/AItbvmmT-Ow8uvsyMYKKs_4LoApvupf8Mbvdy6hX9tch=mo,burukk otp aja sampe 1 jam gak nyampe2 apalagi top up,1,0,4.25.1,30/07/2022 01:28,,
38,d03852fa-116b-4370-976e-e898d881793d,Eko Wahyu,https://play-lh.googleusercontent.com/a/AItbvmmBF4ZFRS9INqjRxIuFmd3JH7FUmiMwEGBJ066M=mo,Mantap ..,5,0,4.25.1,30/07/2022 01:15,,
39,edf0a587-4641-40fa-a8c5-3de5b37bc34a,Igo 85,https://play-lh.googleusercontent.com/a/AItbvml4ZoguO0m91LRngjHzSI1CPuosUxwog2gY5gU5=mo,Sdh sangat bagus....cb ada paket smsx jg bosq,5,0,4.25.1,30/07/2022 01:12,,
40,71fa0e48-1b5d-4be0-8314-febb65d84fb3,john hanshen,https://play-lh.googleusercontent.com/a/AItbvmkv6rQuxFZDz4d4n7HJ5byGKVPMZI1KLVpFWb1L=mo,Manfaat,5,0,4.25.1,30/07/2022 01:02,,
41,dd94df68-9906-49ff-a31c-df79d342f9b4,Djiunk Nhc,https://play-lh.googleusercontent.com/a-/AFdZucqIqgrz00Ken4R04cHZkIeoSWGvFnh2MY4NwSRF,Linkaja sangat membantu untuk dompet digital,5,0,4.25.1,30/07/2022 00:58,,
42,0a802ec2-376f-46d6-98bc-fcd40ce62905,sury rahmady,https://play-lh.googleusercontent.com/a/AItbvmnST8GbTzMejxNmFd0k_pBVY7xtOJvU9VJybjwa=mo,Top Bangets,5,0,4.24.0,30/07/2022 00:47,,
43,bf6cc804-9ee5-40a1-b614-6e6aa3c4cb5c,Rony Handoko,https://play-lh.googleusercontent.com/a-/AFdZucqA_OoGknQJWbg86JlwyXcumhZXYTv2WBO7vLy5bw,Top,5,0,4.25.1,30/07/2022 00:42,,
44,01775f78-9d80-43cc-9f20-01ff3cb12c8e,sasya sagemba,https://play-lh.googleusercontent.com/a-/AFdZucqqNQ7FDHLxH6SRuRQYrtOOsUBMMtvmzDC5UiMf,Mantap,4,0,4.25.1,30/07/2022 00:40,"Hai Kak, terima kasih atas ulasannya! Terus gunakan LinkAja dan nikmati semua kemudahan untuk semua transaksi digitalmu. Terima kasih, semoga harimu menyenangkan :) #APA2BISA
",30/07/2022 01:04
45,4aef0a09-7df3-4e51-b158-c51e349063b9,Iwil Azhari,https://play-lh.googleusercontent.com/a/AItbvmlGMoVLbMnIM7Y3fs2PgZx4pDkLoAvbtYoMYVQG=mo,Good,5,0,,30/07/2022 00:37,,
46,f3b5cf02-7e79-41ed-ab9f-792e1b694ea7,asep saryono,https://play-lh.googleusercontent.com/a-/AFdZucqHdfzDmGHe_nr5YYRz0r1rsEy0Fxc2vXVyYuN46w,Cepat,5,0,4.25.1,30/07/2022 00:34,,
47,1cf91765-5165-4f1d-9179-f9f923c114ee,Irene Ciayadi,https://play-lh.googleusercontent.com/a/AItbvmkcfMk0x1DO60wtDUlefyfmLRgFVGHFz7W5XEjS=mo,Aplikasi yg bagus utk smua kebutuhan digital.....,5,0,4.25.1,30/07/2022 00:02,,
48,94f17a5a-5ecd-4e37-986d-dec294827bca,rusmanto ppc,https://play-lh.googleusercontent.com/a/AItbvmlsH7aHVGZS-gUkAFaWXYyPD7IyMeh-zm4nCcli=mo,Cara nya supaya di mudahkan lagi.,5,0,,29/07/2022 23:48,,
49,32238735-a7c4-4d5b-a567-9050ace9a8d1,LORENS PARDJER,https://play-lh.googleusercontent.com/a-/AFdZucrfOYmV5tsTuUQop75x3UILUO7f0uZFLcclbWylGQ,Sangat membantu dlm bertransaksi di rmh.,5,0,4.25.1,29/07/2022 22:57,,
50,226249a6-dfa3-4914-a415-9eaf7ebc2292,Dina Mariati,https://play-lh.googleusercontent.com/a-/AFdZucri4S8Y9LGKQh1U-vIqVYpkYvUMWj_pnvhvEsVx,Sangat membantu sekali.....trmksh link,5,0,4.25.1,29/07/2022 22:56,,
51,bd62a06f-a413-437a-a6c5-a98297b3a962,Frits Tampomuri,https://play-lh.googleusercontent.com/a-/AFdZucrPtZN3GuhZ3aSpD8nXVibX3J7ac0Zi_FS6_L664w,"Sudah beberapa kali transaksi sukses tetapi pelanggan tidak menerima dan mereka komplain juga tidak tahu apakah uang kami kembali atau tidak. Pengaduan terlalu rumit, lebih baik gunakan WA saja!!.. mengecewakan sangat...... .",1,0,4.25.1,29/07/2022 22:54,,
52,32d9653f-5d90-4e63-9548-60a5b000fb65,Syef Husnan,https://play-lh.googleusercontent.com/a/AItbvmkzFQE56PF-APHyFduwT2o6PzA4pxshDSIzNFOy=mo,Sangat mbantu dan cepat Skali transaksinya serta murah,5,0,,29/07/2022 22:54,,
53,a6c7da09-1fc4-4e78-8192-91d9bf900c8a,gegen permada,https://play-lh.googleusercontent.com/a-/AFdZucoFDSAinNxruOEts2YVut9wGcjJwbx2GJvDq92BUQ,Good,5,0,4.25.1,29/07/2022 22:35,,
54,cc5be25e-ec88-45bf-a95b-8ae27eaa5cf9,Rasdiana Dian,https://play-lh.googleusercontent.com/a-/AFdZucpSgnJL9ZBW5s1eW5NeT1v8603CMZ754clnBS3A,"Aplikasi ini sangat memudahkan bagi pengguna/konsumen yang tidak sempat melakukan transaksi dll di luar, cukup dari rumah, beres. Thankyou semakin amanah dan sukses",5,0,4.25.1,29/07/2022 22:20,,
55,b54425ab-2b44-426c-9d85-88ad73fe8c8b,Abu Sabiq,https://play-lh.googleusercontent.com/a-/AFdZucqMGEhK8gDX_ImLlL4PKdWvo2ln1MnRRur0PQkJFOo,Berguna,5,0,4.25.1,29/07/2022 22:19,,
56,174a10c6-aaf3-447d-b27c-f50c302f9b9c,heri mawar1245,https://play-lh.googleusercontent.com/a/AItbvmk7Up2IOOyj1gsyh-Xr5G23rV_2lfNrydYo-Fn5=mo,Aplikasi baik,5,0,4.25.1,29/07/2022 21:37,,
57,0843b153-cfdc-433e-a35a-53a0b7ae4d90,Baray 066,https://play-lh.googleusercontent.com/a-/AFdZucq8btH-55jk4zc11d8hbTsHJbQTzGO1mgkSk-HreA,Aplikasinya bagus.... Udh lama pake linkaja,5,0,4.25.1,29/07/2022 21:13,,
58,6dee8324-21af-4e98-8d18-db097331e440,JUNAIDI KHALILA,https://play-lh.googleusercontent.com/a/AItbvmlG3X8iaIGShO3N1JxXeaFP442V5jBarMFm051m=mo,good,5,0,4.25.1,29/07/2022 20:42,,
59,6b041dea-46dc-486d-a04f-bec6802b4a6b,Nur Hamzah,https://play-lh.googleusercontent.com/a-/AFdZucpqS45dP3XdzivMqa1ddmm0GHw5uECuGzBCN53K,Ewallet paling busuk. Setiap jam 12 malem pasti gak bisa dipake. Ditambah transfer pake pending. Cs nya lama menindaklanjuti keluhan. Saya transfer 700rb ke bank tidak masuk. Saldo sudah kepotong. Segera kembalikan saldo sayaa . Setelah ini saya unistal ewallet ini.,1,0,4.25.1,29/07/2022 20:36,"Hai Kak Nur, mohon maaf ya atas kendalanya. Agar bisa diproses lebih lanjut, kamu bisa menghubungi kami melalui Email ke info@linkaja.id dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore agar kami bisa bantu atasi. Terima kasih #APA2BISA",29/07/2022 21:53
60,5bc99105-2c07-49a7-8b69-31d44fcdeaa2,texas bulbul,https://play-lh.googleusercontent.com/a/AItbvmn09oC0oB_CP1kpcmlRrXSSvHXQ1MGSkw_Vs7BL=mo,TRX menjadi lebih mudah dan simple,5,0,,29/07/2022 20:12,,
61,b1c54023-de6a-47c0-a0df-bc27a5ae83e8,Ali Najavy,https://play-lh.googleusercontent.com/a-/AFdZucrrbMU6dzgY6PfByJ7IEuBXOzECtPDF9M3MGkUvqw,Alhamdulillah Thanks udah diperbaiki LinkAja Top.,5,0,4.25.1,29/07/2022 19:20,"Halo Kak Ali, mohon maaf atas ketidaknyamanannya. Untuk kendala kesulitan log in, silahkan hubungi kami dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore kamu di Email info@linkaja.id agar bisa kami tindaklanjuti. Terima kasih :) #APA2BISA",08/06/2022 19:09
62,b727e83c-e6c1-4f7f-8c08-4507c438b323,Fajar Syahputra,https://play-lh.googleusercontent.com/a-/AFdZucpz5S9ekUblZ6OXJ1oQD0KEAHqRIY4TS9lsNHZBCA,tolong transaksi yg pending agar dinpercepat di dikembalikann ke saldo.. jangan harus menunggu 7x24 jam.. anda sehat..?? yg lain aja nunggu hanya 1x24 jam ni malah 7x24 jam... UDAH MAMAM BELOMM...??? KALINA KLAU GAK SIAP BUAT APLIKASI GAK USAH DI BUATTT. ORANG URGENT... SALDO SETIAP TRANSAKSI PENDING .. TUTUP AJA SUDAH PERUSHAAN KALIAN .. 😡😡😡😡😡😡,1,0,4.25.1,29/07/2022 19:15,,
63,e2b43382-146d-4295-9f33-6c841a05715c,Miftahul Huda,https://play-lh.googleusercontent.com/a/AItbvmmRXJvzMxFoMXkO9E-WReK6Q7Wv-l-lmBlg9TM4=mo,Knpa setiap mlm selalu gngguan sih tulisanya selalu meningkatkan layanan,3,0,4.25.1,29/07/2022 18:41,"Halo Kak Miftahul, terima kasih atas ulasannya :) Kami akan selalu meningkatkan kualitas layanan dan mempermudah transaksi digital kamu. Untuk informasi, saran, dan kritik kamu dapat menghubungi kami di Email info@linkaja.id dan mohon sertakan juga nomor HP LinkAja serta user ID/nama user Playstore kamu. Terimakasih :) #APA2BISA",29/07/2022 19:02
64,417decb4-d1f6-44ff-9d7e-07400fa1c9aa,Saipul Subhan,https://play-lh.googleusercontent.com/a/AItbvmkKxquMX3LqfQFBuPAwncj4IdhlLSQdKJVXDGQ=mo,Aplikasi jelek kebanyakan offline nya...,1,0,,29/07/2022 18:03,"Halo Kak, maaf ya sudah membuat kamu tidak nyaman. Kami akan terus meningkatkan kualitas layanan agar kakak dapat terus menggunakan aplikasi LinkAja dengan puas. Apabila ada kendala, mohon kirimkan pelaporanmu ke Email info@linkaja.id dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore. Terima kasih, semoga sehat selalu :) #APA2BISA",29/07/2022 18:23
65,4e79d968-9ccb-4754-823f-740e84e1f61a,Maryanto 31,https://play-lh.googleusercontent.com/a-/AFdZucrz0wSZddbFPZBz7_KY3AH-Hw7-hjwo2ebwztNu0Q,"Saldo hilang entah kemana. (top up e-toll dua kali kesalahan sistem, pertama saldo tidak sesuai, yang kedua saldo tidak masuk, lucunya di history transaksi berhasil). auto copot aplikasi ini.",1,0,4.25.1,29/07/2022 17:58,"Hai Kak Maryanto, mohon maaf ya atas kendalanya. Agar bisa diproses lebih lanjut, kamu bisa menghubungi kami melalui Email ke info@linkaja.id dengan menyertakan nomor HP LinkAja dan user ID/nama user Playstore agar kami bisa bantu atasi. Terima kasih #APA2BISA",29/07/2022 18:02
